document;TTR;C;R;CTTR;U;S;K;I;D;Vm;Maas;lgV0;lgeV0
Ciudadanos.txt;0.38022332220559457;0.8933802672208501;35.43836386241722;25.05870740127151;36.94315975891524;0.9177595268669043;9.764262465442282;155.00851069875822;8.61410868492944e-4;0.025955176273660452;0.1645254097144626;7.8319564742479555;18.03374622658156
Mas_País.txt;0.2806833259619637;0.8703939938001253;37.74955954589258;26.692969541706013;32.84871337499341;0.9041806594256268;9.128182803184822;87.80014987652218;8.575804198817221e-4;0.026755402588877562;0.17447805775884392;7.526278133296747;17.329895835456153
Partido Popular.txt;0.4522332506203474;0.9064625345786349;31.4489128445913;22.237739533355224;39.3904867487157;0.9246965442508478;12.36504408280603;178.9296696719165;0.0010299349159141667;0.027915175755366204;0.1593324837898997;7.908968895221293;18.21107387909015
PNV.txt;0.34700911718923727;0.8837469418222127;32.90920015356814;23.270318592013407;34.01160318023713;0.9101017668716819;11.686688167918037;106.55407755838758;0.0010576011718253623;0.029124880975410956;0.17146932896881303;7.466996373928567;17.193394540048512
Podemos.txt;0.3166824388265513;0.8802480175894355;38.51827132546829;27.236530853821975;34.82268544055437;0.910674202180671;8.243168782056323;124.90525075827847;7.567730613245538e-4;0.024715778490281448;0.16946065085892148;7.735726408460752;17.8121683116021
PSOE.txt;0.20804704425874343;0.848794078545878;37.396420035977684;26.443262199540293;29.82248918992131;0.8911538331664618;9.210448800458188;47.324840017176555;8.901222592553285e-4;0.02778991960419918;0.18311674296347308;7.239129734045539;16.66871221186321
Vox.txt;0.6417748917748918;0.941036164361339;27.588856838314662;19.50826775555715;55.401788765963516;0.9486613543653262;14.810676336650362;363.2737603305785;9.404509945928464e-4;0.02525662909535464;0.13435013478099528;9.086699183095336;20.922898083516493
